EUBWID,label,Site Name in Files,samplePointID,yearDesignated,yearDedesignated,district,county,country,easting,northing,lat,long,seasonStartDate,seasonFinishDate,pollutionRiskForecasting,appointedSewerageUndertaker,stepChange,stepChangeDate,region
uke2206-07200,Robin Hoods Bay,Robin_Hoods_Bay,7200,1988,,Scarborough,North Yorkshire,England,495339,504850,54.43015375,-0.531866861,01/05/2022,30/09/2022,True,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukk3104-33100,Rock,Rock,33100,1988,2016.0,Cornwall,,England,192770,75790,50.54507058,-4.926292813,01/05/2015,30/09/2015,True,South West Water Limited,,,South West
ukc2300-05600,Roker - Sunderland,Roker_-_Sunderland,5600,1988,,Sunderland,,England,440800,559190,54.92574648,-1.364923293,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
uke2206-06900,Runswick Bay,Runswick_Bay,6900,1988,,Scarborough,North Yorkshire,England,481072,515889,54.53180833,-0.74870691,01/05/2022,30/09/2022,False,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukj3400-17900,Ryde,Ryde,17900,1988,,Isle of Wight,,England,460100,92700,50.73082671,-1.149815998,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukk4305-25200,Salcombe North Sands,Salcombe_North_Sands,25200,1988,,South Hams,Devon,England,273100,38200,50.23015595,-3.780553445,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4305-25300,Salcombe South Sands,Salcombe_South_Sands,25300,1988,,South Hams,Devon,England,272850,37750,50.22605711,-3.783905778,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukc1202-06700,Saltburn,Saltburn,6700,1988,,Redcar and Cleveland,,England,466677,521775,54.58679196,-0.969779716,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukj2100-14800,Saltdean,Saltdean,14800,1988,,The City of Brighton and Hove,,England,538100,101800,50.79932437,-0.041711811,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj4208-13400,Sandgate,Sandgate,13400,1988,,Shepway,Kent,England,618800,134800,51.07081526,1.121759226,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj3400-18400,Sandown,Sandown,18400,1988,,Isle of Wight,,England,460139,84264,50.65496852,-1.150633919,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
uke2206-07000,Sandsend,Sandsend,7000,1988,,Scarborough,North Yorkshire,England,486400,512600,54.50137912,-0.667358439,01/05/2022,30/09/2022,True,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukj4204-13000,Sandwich Bay,Sandwich_Bay,13000,1988,,Dover,Kent,England,635778,159142,51.28260152,1.379623587,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk4301-22200,Sandy Bay,Sandy_Bay,22200,1988,,East Devon,,England,303300,79800,50.60988142,-3.368017632,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3104-33700,Sandymouth,Sandymouth,33700,1988,,Cornwall,,England,220160,109940,50.86093766,-4.556779938,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4304-34100,Saunton Sands,Saunton_Sands,34100,1988,,North Devon,Devon,England,244550,137600,51.11655331,-4.222358146,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
uke2206-07300,Scarborough North Bay,Scarborough_North_Bay,7300,1988,,Scarborough,North Yorkshire,England,503769,489807,54.29336479,-0.407208403,01/05/2022,30/09/2022,False,Yorkshire Water Services Limited,,,Yorkshire and The Humber
uke2206-07400,Scarborough South Bay,Scarborough_South_Bay,7400,1988,,Scarborough,North Yorkshire,England,504577,488564,54.28203356,-0.395233782,01/05/2022,30/09/2022,False,Yorkshire Water Services Limited,"Step Change in water quality from 31/03/2014, due to improvements made to Water plc assets.",31/03/2014,Yorkshire and The Humber
ukh1305-10310,Sea Palling,Sea_Palling,10310,2002,,North Norfolk,Norfolk,England,643090,327540,52.79063975,1.603903982,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukc2300-05500,Seaburn - Sunderland,Seaburn_-_Sunderland,5500,1988,,Sunderland,,England,440700,560500,54.93752589,-1.366298597,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukj2203-14600,Seaford,Seaford,14600,1988,,Lewes,East Sussex,England,547820,98950,50.77131708,0.094976507,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj3400-18000,Seagrove,Seagrove,18000,1988,,Isle of Wight,,England,463150,91123,50.71632406,-1.106875379,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukc1404-05800,Seaham Beach,Seaham_Beach,5800,1988,,County Durham,,England,442600,550500,54.84751066,-1.338119693,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukc1404-05700,Seaham Hall Beach,Seaham_Hall_Beach,5700,1988,,County Durham,,England,442380,550825,54.85044966,-1.341498034,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukc2102-03800,Seahouses North,Seahouses_North,3800,1988,,Northumberland,,England,421100,633000,55.5901916,-1.666805897,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukd1103-45600,Seascale,Seascale,45600,1988,,Copeland,Cumbria,England,303400,501000,54.39528257,-3.489357986,01/05/2022,30/09/2022,False,United Utilities Water Limited,,,North West
ukk3101-26800,Seaton (Cornwall),Seaton_Cornwall,26800,1988,,Cornwall,,England,230370,54330,50.36437217,-4.386411624,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4301-21600,Seaton (Devon),Seaton_Devon,21600,1988,,East Devon,,England,324500,89850,50.70337645,-3.070517581,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukc1101-06100,Seaton Carew Centre,Seaton_Carew_Centre,6100,1988,,Hartlepool,,England,452950,529732,54.65991277,-1.180727605,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukc1101-06000,Seaton Carew North,Seaton_Carew_North,6000,1988,,Hartlepool,,England,452601,530257,54.66466674,-1.186042767,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukc1101-06200,Seaton Carew North Gare,Seaton_Carew_North_Gare,6200,1988,,Hartlepool,,England,454000,528600,54.64962983,-1.164661467,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukc2103-04700,Seaton Sluice,Seaton_Sluice,4700,1988,,Northumberland,,England,433400,577100,55.08722975,-1.47830017,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukk2205-21200,Seatown,Seatown,21200,1988,,Dorset,,England,341873,91711,50.72211014,-2.824826426,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukj2403-15900,Selsey,Selsey,15900,1988,,Chichester,West Sussex,England,486872,93686,50.73631025,-0.77032903,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk3105-30700,Sennen,Sennen,30700,1988,,Cornwall,,England,135560,26400,50.07875656,-5.69757685,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4306-22900,Shaldon,Shaldon,22900,1988,,Teignbridge,Devon,England,293636,72196,50.53983913,-3.502372774,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukj3400-18500,Shanklin,Shanklin,18500,1988,,Isle of Wight,,England,458580,81137,50.62700956,-1.17317872,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukk3101-26570,Sharrow,Sharrow,26570,2012,,Cornwall,,England,239330,52185,50.3476,-4.2596,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukj4209-11950,Sheerness,Sheerness,11950,1991,,Swale,,England,591917,175199,51.44325944,0.760205649,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk2204-19600,Shell Bay North,Shell_Bay_North,19600,1988,,Dorset,,England,403714,86533,50.67845463,-1.948808899,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukh1305-10100,Sheringham,Sheringham,10100,1988,,North Norfolk,Norfolk,England,615665,343545,52.94593705,1.208480533,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukh3100-11770,Shoebury East,Shoebury_East,11770,1989,,Southend-on-Sea,,England,594570,185150,51.53173297,0.8037999,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukh3100-11780,Shoeburyness,Shoeburyness,11780,2001,,Southend-on-Sea,,England,592550,184100,51.52299498,0.774140049,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukj2401-15200,Shoreham Beach,Shoreham_Beach,15200,2014,,Adur,West Sussex,England,521848,104429,50.82658667,-0.27132841,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk3106-27400,Shorthorn Beach,Shorthorn_Beach,27400,1988,,Cornwall,,England,206330,52180,50.33763518,-4.722934844,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4301-21900,Sidmouth Jacobs Ladder,Sidmouth_Jacobs_Ladder,21900,1988,,East Devon,,England,311920,86921,50.67527087,-3.247919891,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4301-21800,Sidmouth Town,Sidmouth_Town,21800,1988,,East Devon,,England,312267,87019,50.67619627,-3.243022553,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukd1103-45200,Silecroft,Silecroft,45200,1988,,Copeland,Cumbria,England,312000,481200,54.21894706,-3.351102516,01/05/2022,30/09/2022,False,United Utilities Water Limited,,,North West
ukd1101-46300,Silloth,Silloth,46300,1988,2018.0,Allerdale,Cumbria,England,309656,553195,54.86534537,-3.409142361,01/05/2017,30/09/2017,True,United Utilities Water Limited,,,North West
ukf3102-09700,Skegness,Skegness,9700,1988,,East Lindsey,Lincolnshire,England,557243,363356,53.14414641,0.349547789,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East Midlands
uke1200-08600,Skipsea,Skipsea,8600,1988,,East Riding of Yorkshire,,England,518837,453277,53.96194028,-0.190183487,01/05/2022,30/09/2022,False,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukk4305-24900,Slapton Sands Monument,Slapton_Sands_Monument,24900,1988,,South Hams,Devon,England,282900,44180,50.28593837,-3.645066662,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4305-25000,Slapton Sands Torcross,Slapton_Sands_Torcross,25000,1988,,South Hams,Devon,England,282350,42000,50.26623149,-3.652104828,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukc2204-05300,South Shields,South_Shields,5300,1988,,South Tyneside,,England,437900,567400,54.99974719,-1.409089561,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukh3100-11902,Southend Chalkwell,Southend_Chalkwell,11902,2003,,Southend-on-Sea,,England,585470,185440,51.53739784,0.672910968,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukh3100-11830,Southend Jubilee,Southend_Jubilee,11830,2003,,Southend-on-Sea,,England,589000,184500,51.52778563,0.723245133,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukh3100-11800,Southend Thorpe Bay,Southend_Thorpe_Bay,11800,1988,,Southend-on-Sea,,England,591100,184700,51.52887567,0.75359005,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukh3100-11850,Southend Three Shells,Southend_Three_Shells,11850,2001,,Southend-on-Sea,,England,588200,185050,51.53299233,0.712019813,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukh3100-11900,Southend Westcliff Bay,Southend_Westcliff_Bay,11900,1988,,Southend-on-Sea,,England,586450,185250,51.53536879,0.686924508,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukd5300-41500,Southport,Southport,41500,1988,,Sefton,,England,332200,417900,53.65319124,-3.027301399,01/05/2022,30/09/2022,True,United Utilities Water Limited,"Step Change in water quality from 05/05/2014, due to improvements made to Water plc assets.",05/05/2014,North West
ukj3100-16600,Southsea East,Southsea_East,16600,1988,,City of Portsmouth,,England,465000,98080,50.77866452,-1.079437834,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj2401-15100,Southwick,Southwick,15100,1988,,Adur,West Sussex,England,524358,104728,50.82875111,-0.235618078,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukh1407-10850,Southwold The Denes,Southwold_The_Denes,10850,1990,,East Suffolk,Suffolk,England,650800,275400,52.31936197,1.678618832,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukh1407-10830,Southwold The Pier,Southwold_The_Pier,10830,2000,,East Suffolk,Suffolk,England,651300,276700,52.33079656,1.686909613,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukc2102-03600,Spittal,Spittal,3600,1988,,Northumberland,,England,400800,651500,55.75686835,-1.98883938,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukd4303-41800,St Annes,St_Annes,41800,1988,,Fylde,Lancashire,England,331491,428585,53.7491,-3.0404,01/05/2022,30/09/2022,True,United Utilities Water Limited,"Step Change in water quality from 05/05/2014, due to improvements made to Water plc assets.",05/05/2014,North West
ukd4303-41900,St Annes North,St_Annes_North,41900,1988,,Fylde,Lancashire,England,330816,429775,53.7597173,-3.050878218,01/05/2022,30/09/2022,True,United Utilities Water Limited,"Step Change in water quality from 05/05/2014, due to improvements made to Water plc assets.",05/05/2014,North West
ukd1103-45920,St Bees,St_Bees,45920,1988,,Copeland,Cumbria,England,295900,511700,54.48992563,-3.60858869,01/05/2022,30/09/2022,True,United Utilities Water Limited,,,North West
ukj3400-18100,St Helens,St_Helens,18100,1988,,Isle of Wight,,England,463755,89160,50.69860767,-1.098645256,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukj2202-14150,St Leonards,St_Leonards,14150,1996,,Hastings,East Sussex,England,579700,108700,50.84991654,0.55142669,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukj4204-13200,St Margaret`s Bay,St_Margarets_Bay,13200,1988,,Dover,Kent,England,636878,144490,51.15062708,1.385697567,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk4200-24600,St Mary's Bay (Devon),St_Marys_Bay_Devon,24600,1988,,Torbay,,England,293200,55010,50.38525814,-3.503614468,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukj4208-13700,St Mary's Bay (Kent),St_Marys_Bay_Kent,13700,1988,,Shepway,Kent,England,609300,127700,51.01059777,0.982258544,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj4210-12400,"St Mildred's Bay, Westgate","St_Mildreds_Bay,_Westgate",12400,1988,,Thanet,Kent,England,632687,170396,51.38489229,1.342726013,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
uke2206-06800,Staithes,Staithes,6800,1988,2016.0,Scarborough,North Yorkshire,England,478411,518828,54.55863296,-0.789035906,01/05/2015,30/09/2015,False,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukj3305-16700,Stokes Bay,Stokes_Bay,16700,1988,,Gosport,,England,460000,97900,50.7775935,-1.150386997,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk2204-19700,Studland Knoll House,Studland_Knoll_House,19700,1988,,Dorset,,England,403430,83602,50.65209856,-1.952854612,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukk3104-33500,Summerleaze,Summerleaze,33500,1988,,Cornwall,,England,220380,106620,50.83118072,-4.552028256,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukf3102-09200,Sutton-on-Sea,Sutton-on-Sea,9200,1988,,East Lindsey,Lincolnshire,England,552242,382171,53.31458807,0.283819713,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East Midlands
ukk2204-19800,Swanage Central,Swanage_Central,19800,1988,,Swanage,,England,403102,79303,50.61344026,-1.957528826,01/05/2022,30/09/2022,True,Wessex Water Services Limited,,,South West
ukk3102-28700,Swanpool,Swanpool,28700,1988,,Cornwall,,England,180320,31260,50.14063735,-5.075790012,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukj4202-12120,Tankerton,Tankerton,12120,2007,,Canterbury,,England,612120,167333,51.36544329,1.045785165,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukk4306-22700,Teignmouth Holcombe,Teignmouth_Holcombe,22700,1988,,Teignbridge,Devon,England,295650,74610,50.56190412,-3.47463851,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4306-22800,Teignmouth Town,Teignmouth_Town,22800,1988,,Teignbridge,Devon,England,294280,72800,50.54538593,-3.493459527,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
uki1106-11940,The Serpentine - Hyde Park,The_Serpentine_-_Hyde_Park,11940,1998,,City of Westminster,Greater London Authority,England,527170,180030,51.50491379,-0.169107215,01/05/2022,30/09/2022,False,Thames Water Utilities Limited,,,London
ukk4305-25600,Thurlestone North,Thurlestone_North,25600,1988,,South Hams,Devon,England,267400,42100,50.26395979,-3.861792192,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4305-25500,Thurlestone South,Thurlestone_South,25500,1988,,South Hams,Devon,England,267650,41700,50.26042046,-3.858146594,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3106-32320,Tolcarne,Tolcarne,32320,1996,,Cornwall,,England,181760,62050,50.41767802,-5.073438598,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4200-23800,Torre Abbey,Torre_Abbey,23800,1988,,Torbay,,England,291076,63641,50.46245994,-3.535988151,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukj3400-17500,Totland Bay,Totland_Bay,17500,1988,,Isle of Wight,,England,432195,86895,50.68083707,-1.545688567,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk3106-32300,Towan,Towan,32300,1988,,Cornwall,,England,180977,61791,50.41829308,-5.084178721,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3104-33350,Trebarwith Strand,Trebarwith_Strand,33350,2002,,Cornwall,,England,204850,86450,50.64498148,-4.761609732,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3101-26560,Tregonhawke,Tregonhawke,26560,2018,,Cornwall,,England,240500,51400,50.3408694,-4.242848418,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3102-31700,Trevaunance Cove,Trevaunance_Cove,31700,1988,,Cornwall,,England,172220,51620,50.32040283,-5.201196356,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3104-33000,Trevone Bay,Trevone_Bay,33000,1988,,Cornwall,,England,189150,76010,50.54575182,-4.977438588,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3104-32600,Treyarnon Bay,Treyarnon_Bay,32600,1988,,Cornwall,,England,185860,73960,50.52614597,-5.022629485,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
uke1200-08800,Tunstall,Tunstall,8800,1988,,East Riding of Yorkshire,,England,531960,431028,53.7589043,0.000169098,01/05/2022,30/09/2022,False,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukc2203-04900,Tynemouth Cullercoats,Tynemouth_Cullercoats,4900,1988,,North Tyneside,,England,436465,571287,55.03478136,-1.431026431,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukc2203-05200,Tynemouth King Edwards Bay,Tynemouth_King_Edwards_Bay,5200,1988,,North Tyneside,,England,437248,569573,55.01932211,-1.418999137,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukc2203-05000,Tynemouth Long Sands North,Tynemouth_Long_Sands_North,5000,1988,,North Tyneside,,England,436619,570803,55.03042103,-1.428678948,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukc2203-05100,Tynemouth Long Sands South,Tynemouth_Long_Sands_South,5100,1988,,North Tyneside,,England,436970,570100,55.02407823,-1.423278822,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukk3105-31350,Upton Towans,Upton_Towans,31350,2018,,Cornwall,,England,157332,40563,50.21519014,-5.402860765,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3106-28300,Vault Beach,Vault_Beach,28300,1988,,Cornwall,,England,201300,40930,50.23490423,-4.787617015,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukj3400-18600,Ventnor,Ventnor,18600,1988,,Isle of Wight,,England,456018,77341,50.59312726,-1.209967684,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukd5400-41000,Wallasey,Wallasey,41000,1988,,Wirral,,England,328526,393518,53.43357853,-3.077282921,01/05/2022,30/09/2022,False,United Utilities Water Limited,,,North West
ukd1102-44200,Walney Biggar Bank,Walney_Biggar_Bank,44200,1988,,Barrow-in-Furness,Cumbria,England,317800,467300,54.0950168,-3.258381294,01/05/2022,30/09/2022,True,United Utilities Water Limited,"Step Change in water quality from 30/04/2013, due to improvements made to Water plc assets.",30/04/2013,North West
ukd1102-44300,Walney Sandy Gap,Walney_Sandy_Gap,44300,1988,,Barrow-in-Furness,Cumbria,England,317500,468100,54.10215699,-3.263185667,01/05/2022,30/09/2022,True,United Utilities Water Limited,"Step Change in water quality from 30/04/2013, due to improvements made to Water plc assets.",30/04/2013,North West
ukd1102-44400,Walney West Shore,Walney_West_Shore,44400,1988,,Barrow-in-Furness,Cumbria,England,316984,470183,54.12078226,-3.27163117,01/05/2022,30/09/2022,True,United Utilities Water Limited,"Step Change in water quality from 30/04/2013, due to improvements made to Water plc assets.",30/04/2013,North West
ukj4210-12630,"Walpole Bay, Margate","Walpole_Bay,_Margate",12630,1997,,Thanet,Kent,England,636570,171395,51.39225537,1.399092054,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukh3311-11250,Walton,Walton,11250,1988,,Tendring,,England,625550,221560,51.84705731,1.273239241,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukc2101-04200,Warkworth,Warkworth,4200,1988,,Northumberland,,England,425920,606429,55.35121368,-1.592800275,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukk4200-23200,Watcombe,Watcombe,23200,1988,,Torbay,,England,292620,67300,50.49563904,-3.515294772,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3106-32400,Watergate Bay,Watergate_Bay,32400,1988,,Cornwall,,England,184070,64860,50.44376703,-5.042589133,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukh1305-10000,Wells,Wells,10000,1988,,North Norfolk,Norfolk,England,591400,345600,52.97358259,0.849053395,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukk4305-26200,Wembury,Wembury,26200,1988,,South Hams,Devon,England,251650,48530,50.31799954,-4.085149698,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk2205-21000,West Bay (West),"West_Bay,_Westgate",21000,1988,,Dorset,,England,345974,90430,50.7109882,-2.766547734,01/05/2022,30/09/2022,True,Wessex Water Services Limited,,,South West
ukj4210-12350,"West Bay, Westgate",West_Bay_West,12350,1997,,Thanet,Kent,England,631968,170175,51.38320256,1.332267285,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj4202-12100,"West Beach, Whitstable","West_Beach,_Whitstable",12100,1988,,Canterbury,,England,609800,166000,51.35433497,1.011721531,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukd5400-40750,West Kirby,West_Kirby,40750,1991,,Wirral,,England,320710,386621,53.37047893,-3.193165766,01/05/2022,30/09/2022,False,United Utilities Water Limited,,,North West
ukh3306-11750,West Mersea,West_Mersea,11750,1991,,Colchester,,England,602270,212030,51.77039909,0.930194911,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukh1305-10125,West Runton,West_Runton,10125,2016,,North Norfolk,Norfolk,England,618660,343207,52.94168221,1.252766632,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukj2403-16100,West Wittering,West_Wittering,16100,1988,,Chichester,West Sussex,England,476800,98000,50.77651459,-0.912129642,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj4210-12450,"Westbrook Bay, Margate","Westbrook_Bay,_Margate",12450,1997,,Thanet,Kent,England,634100,170600,51.38614289,1.363130237,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk1202-35800,Weston Main,Weston-super-Mare_Sand_Bay,35800,1988,,North Somerset,,England,331600,160700,51.34126129,-2.983382211,01/05/2022,30/09/2022,True,Wessex Water Services Limited,"Step Change in water quality from 01/05/2019, due to elimination of contaminated discharges from a nearby surface water outfall.",30/04/2019,South West
ukk1202-35900,Weston-super-Mare Sand Bay,Weston-super-Mare_Uphill_Slipway,35900,1988,,North Somerset,,England,332838,163267,51.36448756,-2.966097066,01/05/2022,30/09/2022,True,Wessex Water Services Limited,,,South West
ukk1202-35700,Weston-super-Mare Uphill Slipway,Weston_Main,35700,1988,,North Somerset,,England,331092,158867,51.32472047,-2.99031891,01/05/2022,30/09/2022,True,Wessex Water Services Limited,"Step Change in water quality from 30/04/2013, due to improvements made to Water plc assets.",30/04/2013,South West
ukk4307-33900,Westward Ho!,Westward_Ho!,33900,1988,,Torridge,Devon,England,243338,129537,51.04377497,-4.236162882,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk2206-20700,Weymouth Central,Weymouth_Central,20700,1988,,Dorset,,England,368100,79514,50.61446637,-2.452245703,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukk2206-20600,Weymouth Lodmoor,Weymouth_Lodmoor,20600,1988,,Dorset,,England,368820,80780,50.62589003,-2.442176376,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
uke4100-08901,"Wharfe at Cromwheel, Ilkley","Wharfe_at_Cromwheel,_Ilkley",8901,2021,,Bradford,,England,412167,448432,53.9319,-1.8162,01/05/2022,30/09/2022,False,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukk3105-30500,Wherry Town,Wherry_Town,30500,1988,,Cornwall,,England,146643,29224,50.10892699,-5.544846226,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
uke2206-07100,Whitby,Whitby,7100,1988,,Scarborough,North Yorkshire,England,489191,511576,54.49169671,-0.624582898,01/05/2022,30/09/2022,False,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukj3400-18300,Whitecliff Bay,Whitecliff_Bay,18300,1988,,Isle of Wight,,England,464100,86200,50.67195468,-1.0942733,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukc2203-04800,Whitley Bay,Whitley_Bay,4800,1988,,North Tyneside,,England,435550,572850,55.048892,-1.445147644,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukk3104-33400,Widemouth Sand,Widemouth_Sand,33400,1988,,Cornwall,,England,219840,102400,50.79310223,-4.557615492,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
uke1200-08200,Wilsthorpe,Wilsthorpe,8200,1988,,East Riding of Yorkshire,,England,517407,464850,54.06621993,-0.207488045,01/05/2022,30/09/2022,True,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukj2204-14000,Winchelsea,Winchelsea,14000,1988,,Rother,East Sussex,England,591200,115400,50.9064145,0.718105662,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukd1203-45700,"Windermere, Fellfoot","Windermere,_Fellfoot",45700,1998,,South Lakeland,,England,337990,486960,54.27451694,-2.953781739,01/05/2022,30/09/2022,False,United Utilities Water Limited,,,North West
ukd1203-45625,"Windermere, Lakeside YMCA","Windermere,_Lakeside_YMCA",45625,1998,,South Lakeland,,England,337528,489847,54.30039495,-2.961462962,01/05/2022,30/09/2022,False,United Utilities Water Limited,,,North West
ukd1203-45650,"Windermere, Millerground Landing","Windermere,_Millerground_Landing",45650,1998,,South Lakeland,,England,340178,498749,54.3807,-2.9225,01/05/2022,30/09/2022,False,United Utilities Water Limited,,,North West
