,time,site
9485,2020-06-05,ukj4210-12900
122310,2021-09-28,uke1301-09020
175160,2022-09-01,ukk2305-34900
172050,2022-08-25,ukh1305-10150
74808,2021-06-06,ukk3106-27400
32403,2020-07-29,ukk4305-25300
9397,2020-06-05,ukh3311-11600
116820,2021-09-15,ukc2204-05400
3296,2020-05-21,ukk3106-27800
52865,2020-09-16,ukk2102-19200
73188,2021-06-02,ukk4305-24800
27361,2020-07-17,ukk4305-26300
111273,2021-09-01,ukk3106-32150
171406,2022-08-23,ukk3104-32550
105263,2021-08-18,ukj4210-12350
73173,2021-06-02,ukk4301-21900
154051,2022-07-12,ukj4210-12450
98678,2021-08-02,ukk3105-30800
20188,2020-06-30,ukk4305-24700
47137,2020-09-02,ukk4305-25200
95403,2021-07-25,ukk4305-25600
114663,2021-09-09,ukk4304-34410
158336,2022-07-22,ukk3102-28800
103239,2021-08-13,ukk3101-26900
67090,2021-05-19,ukj2403-16100
97755,2021-07-31,ukk2201-18700
184150,2022-09-23,ukk4306-22900
115884,2021-09-12,ukk3106-32300
82929,2021-06-26,uke2206-07300
16016,2020-06-21,ukc2101-04000
57860,2020-09-28,ukj3400-17600
131879,2022-05-20,ukk3106-32100
126987,2022-05-09,ukf3102-09500
61139,2021-05-05,uke2206-07100
70563,2021-05-27,ukk3102-28800
58681,2020-09-30,ukj2402-15650
42984,2020-08-24,ukd1102-44300
165690,2022-08-09,ukd5400-40900
93844,2021-07-22,ukh1304-09850
25894,2020-07-14,ukj4210-12400
110184,2021-08-30,ukh1304-09800
68141,2021-05-21,ukk4200-24600
112659,2021-09-05,ukd5400-40800
6211,2020-05-28,ukk3104-33350
31714,2020-07-28,uki1101-11920
85168,2021-07-01,ukk1302-11760
45830,2020-08-30,ukk3106-32330
139973,2022-06-09,ukc2203-04800
86494,2021-07-04,ukk3103-29100
42806,2020-08-23,ukk3101-27000
76528,2021-06-10,ukk4301-22200
165265,2022-08-08,ukd5300-41300
1795,2020-05-18,ukh1305-10200
118797,2021-09-19,ukk3105-31350
14801,2020-06-18,ukd5400-40800
85390,2021-07-02,ukc2203-04900
100430,2021-08-06,ukk4305-25500
182999,2022-09-21,ukh1305-10310
50265,2020-09-10,ukj2403-15900
93569,2021-07-21,ukk2204-19600
8001,2020-06-01,ukk4306-22900
152188,2022-07-08,ukc2204-05400
70745,2021-05-28,ukd4200-42100
29455,2020-07-22,ukk4305-25200
165063,2022-08-07,ukk3101-26600
143024,2022-06-16,ukh3311-11600
94979,2021-07-24,ukk4305-25100
7318,2020-05-31,ukj2402-15600
184253,2022-09-24,ukh1304-09800
83215,2021-06-26,ukk4200-23501
85384,2021-07-02,ukc2103-04700
65128,2021-05-14,ukk3103-29500
139921,2022-06-08,ukk4304-34800
157578,2022-07-20,ukk4200-23700
80590,2021-06-20,ukk2205-21200
3424,2020-05-22,ukd4303-41800
36824,2020-08-09,ukj4202-12150
134253,2022-05-26,ukj4208-13400
56975,2020-09-26,uki1101-11930
57425,2020-09-27,ukj2407-15400
2157,2020-05-19,ukd4200-42100
91710,2021-07-17,ukd5400-40900
117049,2021-09-15,ukk2206-20600
162258,2022-07-31,ukk4306-23000
181923,2022-09-18,ukk3103-29200
136481,2022-05-31,ukk3105-30400
24035,2020-07-10,ukc2300-05500
61069,2021-05-05,ukc1202-06650
161051,2022-07-29,ukd4305-43550
69271,2021-05-24,ukk2204-20000
169853,2022-08-19,ukc2101-04250
102386,2021-08-11,ukk2206-20800
152691,2022-07-09,ukh1407-10830
39683,2020-08-16,ukh1305-10125
3082,2020-05-21,ukh3311-11600
94164,2021-07-23,ukc1101-06100
58696,2020-09-30,ukj3307-16400
53477,2020-09-18,ukc1202-06400
150559,2022-07-04,ukf3102-09100
176362,2022-09-05,ukj4210-12300
49234,2020-09-07,ukk4304-34600
129527,2022-05-15,ukh1305-10125
155036,2022-07-14,ukk3106-32200
40057,2020-08-17,ukd5300-41200
100399,2021-08-06,ukk4200-24000
113807,2021-09-07,ukk4200-24000
141199,2022-06-11,ukk4305-26100
78096,2021-06-14,ukk3101-26600
75082,2021-06-07,ukj4204-13000
10457,2020-06-07,ukk3106-28200
94335,2021-07-23,ukj3308-16900
121312,2021-09-25,ukk3105-31400
181884,2022-09-18,ukk2205-21200
38713,2020-08-13,ukk4305-24800
76643,2021-06-11,uke2206-07200
25611,2020-07-13,ukk3106-28000
50718,2020-09-11,ukj4202-12200
51653,2020-09-13,ukk3102-31600
95565,2021-07-26,ukj2203-14600
175365,2022-09-02,ukd4305-43260
124756,2022-04-30,ukk4301-21700
141115,2022-06-11,ukk3105-30700
7834,2020-06-01,ukk2204-20200
17063,2020-06-23,ukj4210-12900
157979,2022-07-21,ukk3106-28300
169154,2022-08-17,ukj2402-15650
116755,2021-09-14,ukk4304-34200
400,2020-05-14,ukk4304-34800
36356,2020-08-08,ukj2202-14150
134264,2022-05-26,ukj4210-12450
72734,2021-06-01,ukk4100-26400
124025,2022-04-29,uke1200-08000
172663,2022-08-26,ukk3103-29500
133538,2022-05-24,ukk3105-30750
86236,2021-07-04,ukd1101-46100
46052,2020-08-31,ukj2402-15680
68290,2021-05-22,ukh1305-10150
33305,2020-08-01,ukd1103-45600
91760,2021-07-17,ukh1407-10750
16249,2020-06-21,ukk2204-19700
44677,2020-08-28,ukd1203-45700
91893,2021-07-17,ukk2204-19600
105382,2021-08-18,ukk3105-30800
176444,2022-09-05,ukk3102-31800
48646,2020-09-06,ukk2101-19020
6203,2020-05-28,ukk3104-32600
39360,2020-08-15,ukj4208-13800
140590,2022-06-10,ukk1202-35700
38279,2020-08-12,ukk4301-22200
94789,2021-07-24,ukj4210-12400
54473,2020-09-20,ukj2402-15700
126445,2022-05-07,ukk4304-34410
12113,2020-06-11,ukk3105-30200
109310,2021-08-28,uke1200-07900
77487,2021-06-13,uke4100-08901
138934,2022-06-06,ukk2204-19900
72904,2021-06-02,ukh1406-11000
157133,2022-07-19,ukk3106-27900
110001,2021-08-29,ukk3106-27100
35667,2020-08-06,ukk3103-29501
54316,2020-09-20,ukc1101-06100
119928,2021-09-22,ukj4210-12350
26422,2020-07-15,ukk3104-33500
132271,2022-05-21,ukk3105-30400
113601,2021-09-07,ukj3100-16500
21971,2020-07-05,uke1301-09000
35801,2020-08-07,ukc1404-05800
168824,2022-08-16,ukk2204-19800
162317,2022-08-01,ukd5300-41200
26087,2020-07-14,ukk4305-25200
109271,2021-08-28,ukc2106-04500
86,2020-05-14,uke2206-07400
133030,2022-05-23,ukk2102-19450
856,2020-05-16,ukc1202-06700
137540,2022-06-03,ukh3100-11830
157645,2022-07-21,ukc2102-03600
10664,2020-06-08,uki1101-11920
137437,2022-06-03,ukc2102-03600
77042,2021-06-12,ukd5300-41500
142866,2022-06-15,ukk4304-34600
158520,2022-07-23,ukd4200-42500
29586,2020-07-23,ukh1407-10750
161808,2022-07-30,ukk4304-34400
71320,2021-05-29,ukj4209-11950
173283,2022-08-28,uke2206-06900
17095,2020-06-23,ukk2204-20100
126856,2022-05-08,ukk4301-21800
183365,2022-09-22,ukd4305-43550
152248,2022-07-08,ukf3102-09600
60792,2021-05-04,ukj2205-14300
38618,2020-08-13,ukk3103-31500
167761,2022-08-14,ukc2203-05000
42038,2020-08-21,ukk3106-32300
163800,2022-08-04,ukk3101-26600
128437,2022-05-12,ukk3101-26700
156401,2022-07-18,ukd1101-46100
118912,2021-09-20,ukc2203-05100
10750,2020-06-08,ukk1202-35700
156696,2022-07-18,ukk3105-31000
43914,2020-08-26,ukh3311-11250
28601,2020-07-20,ukk4304-34400
135346,2022-05-29,ukc2203-05200
18215,2020-06-26,ukh1305-10300
153284,2022-07-10,ukk3102-28800
65204,2021-05-14,ukk4200-24100
18008,2020-06-25,ukk3105-30300
5629,2020-05-27,ukj2310-11945
54684,2020-09-20,ukk4200-23800
49144,2020-09-07,ukk3104-32550
179882,2022-09-13,ukk3106-32400
83037,2021-06-26,ukj3400-18500
120253,2021-09-23,ukh1407-10800
45480,2020-08-30,ukc1202-06600
132611,2022-05-22,ukk2201-17300
160898,2022-07-28,ukk3105-30300
54264,2020-09-19,ukk4200-23900
116804,2021-09-15,ukc2102-03600
36272,2020-08-08,ukd5400-40800
96680,2021-07-29,ukc1202-06300
9624,2020-06-05,ukk3106-32330
40518,2020-08-18,ukh1303-10600
67482,2021-05-20,uki1106-11940
11427,2020-06-10,ukd4312-42800
95108,2021-07-25,ukh1305-10300
54465,2020-09-20,ukj2310-11945
103296,2021-08-13,ukk3105-31450
81112,2021-06-21,ukk3106-32400
107106,2021-08-22,ukk4200-24300
178417,2022-09-10,ukj2402-15650
121531,2021-09-26,uki1101-11920
92359,2021-07-18,ukk3103-29000
173923,2022-08-29,ukk3103-29100
115462,2021-09-11,ukk3106-32100
63814,2021-05-11,ukk2201-17200
116555,2021-09-14,ukj3400-18350
48882,2020-09-07,ukd1103-45600
46808,2020-09-02,uke1200-08800
73412,2021-06-03,ukj4208-13600
45130,2020-08-29,uke2206-07100
122348,2021-09-28,ukh1407-10800
186168,2022-09-28,ukk3105-31100
130582,2022-05-17,ukk3104-33650
104698,2021-08-17,ukd5400-40800
139061,2022-06-06,ukk4200-24500
60679,2021-05-04,ukd1102-44300
74602,2021-06-06,uki1101-11910
88485,2021-07-09,ukj3400-18600
128507,2022-05-12,ukk3106-28100
48942,2020-09-07,ukh1304-09900
142699,2022-06-15,ukk1302-11760
156389,2022-07-18,ukc2104-04300
20612,2020-07-01,ukk4305-25000
81358,2021-06-22,ukj3400-18300
83740,2021-06-28,ukd4305-43260
87591,2021-07-07,uki1101-11910
29249,2020-07-22,ukj4204-13100
142539,2022-06-15,uke1200-08000
105738,2021-08-19,ukk2206-20800
97719,2021-07-31,ukj4209-12000
20266,2020-07-01,ukd4305-43260
136735,2022-06-01,ukj2402-15500
113235,2021-09-06,ukj4210-12900
126707,2022-05-08,ukk2101-19100
168447,2022-08-15,ukk3103-28900
111103,2021-09-01,ukj3400-17900
113885,2021-09-08,ukc2203-05200
72210,2021-05-31,ukk2205-21200
158803,2022-07-23,ukk3105-31200
62777,2021-05-09,ukd1103-45200
88725,2021-07-10,ukc1404-05700
173563,2022-08-28,ukk3106-32310
140628,2022-06-10,ukk2206-20300
159434,2022-07-25,ukh3100-11900
170473,2022-08-21,ukj4210-12600
74443,2021-06-05,ukk4304-34800
131169,2022-05-19,ukd5400-41000
110288,2021-08-30,ukj4209-11975
81916,2021-06-23,ukk3105-30700
80951,2021-06-21,ukj4208-13300
53086,2020-09-17,ukd1101-46100
7480,2020-05-31,ukk3104-33700
83556,2021-06-27,ukk3102-31800
107321,2021-08-23,ukj3307-16300
140065,2022-06-09,ukh3100-11800
171552,2022-08-24,ukc2203-05100
126764,2022-05-08,ukk3102-31700
143033,2022-06-16,ukj2100-14900
7660,2020-06-01,uke2206-07000
64138,2021-05-12,ukj2202-14100
184293,2022-09-24,ukj2100-14950
16661,2020-06-22,ukk2102-19400
140201,2022-06-09,ukk2205-20970
105340,2021-08-18,ukk3102-28800
52387,2020-09-15,ukj3400-17600
15872,2020-06-20,ukk3102-31900
6699,2020-05-29,ukk4301-21700
155534,2022-07-16,ukc1404-05700
101133,2021-08-08,ukk2305-34900
76485,2021-06-10,ukk3106-27500
103888,2021-08-15,ukf3102-09300
81514,2021-06-22,ukk3106-27600
161161,2022-07-29,ukj2403-16100
87907,2021-07-08,ukc2203-05200
93894,2021-07-22,ukj2310-11945
83603,2021-06-27,ukk3105-31450
59369,2021-04-30,ukk4305-25600
25487,2020-07-13,ukk1202-35900
6234,2020-05-28,ukk3105-31400
155235,2022-07-15,ukh3311-11700
125478,2022-05-05,ukk2206-20700
44163,2020-08-26,ukk4200-24200
89615,2021-07-12,ukd5400-40900
110316,2021-08-30,ukk2101-19160
73799,2021-06-04,ukj3305-16700
185672,2022-09-27,ukk2205-21100
137567,2022-06-03,ukj2202-14150
54371,2020-09-20,ukd5300-41200
39412,2020-08-15,ukk2205-21100
165115,2022-08-07,ukk3105-30900
32550,2020-07-30,ukh3311-11500
75075,2021-06-07,ukj3400-18400
146040,2022-06-23,ukj4208-13300
27695,2020-07-18,ukk3105-30700
36040,2020-08-07,ukk2204-20100
158796,2022-07-23,ukk3105-30600
143552,2022-06-17,ukk2102-19200
87056,2021-07-06,ukc2102-03700
151444,2022-07-06,ukh3311-11600
105223,2021-08-18,ukj3304-16850
17492,2020-06-24,ukk2101-19020
147388,2022-06-26,ukk3102-28600
143901,2022-06-18,ukj2407-15400
160164,2022-07-27,ukc1202-06700
185210,2022-09-26,ukj4210-12660
51902,2020-09-14,ukh1407-10850
42896,2020-08-23,ukk4200-23800
124523,2022-04-30,ukj2202-14150
148217,2022-06-28,ukk2305-35100
21502,2020-07-04,ukc2203-04800
47000,2020-09-02,ukk2206-20900
107360,2021-08-23,ukj4210-12450
131584,2022-05-20,ukd5300-41200
51490,2020-09-13,ukh3306-11750
157324,2022-07-20,ukh3100-11770
142791,2022-06-15,ukk3104-33650
113306,2021-09-06,ukk3102-31900
87696,2021-07-07,ukk2102-19450
171008,2022-08-22,ukk3105-30750
41348,2020-08-20,ukf1400-09750
71063,2021-05-28,ukk4200-23400
15562,2020-06-19,ukk4305-25200
118213,2021-09-18,ukj3305-16700
6380,2020-05-29,ukd5400-40750
13737,2020-06-15,ukk2206-20500
92780,2021-07-19,ukk3103-29200
178407,2022-09-10,ukj2204-13900
76007,2021-06-09,ukk3102-28550
21549,2020-07-04,uke1200-08900
72569,2021-06-01,ukj4204-13100
65085,2021-05-14,ukk2205-21000
54640,2020-09-20,ukk3105-30750
128829,2022-05-13,ukk2204-19800
99194,2021-08-04,ukc1202-06300
14728,2020-06-17,ukk4305-26000
72308,2021-05-31,ukk3106-32300
69617,2021-05-25,ukj3400-17400
129021,2022-05-14,ukc2103-04600
2297,2020-05-19,ukj3400-18400
45184,2020-08-29,ukh3311-11700
173779,2022-08-29,ukj2205-14300
24327,2020-07-10,ukk3105-30700
181759,2022-09-18,ukh3311-11700
14412,2020-06-17,ukh1303-10325
33229,2020-07-31,ukk4304-34100
95605,2021-07-26,ukj3400-18350
14659,2020-06-17,ukk3106-27400
131340,2022-05-19,ukk2101-19160
6423,2020-05-29,ukh1305-10100
88528,2021-07-09,ukk2101-19160
176931,2022-09-06,ukk3106-32310
94761,2021-07-24,ukj3400-17800
80830,2021-06-21,uke2206-06900
101485,2021-08-09,ukj4208-13600
166003,2022-08-09,ukk4200-24200
122645,2021-09-28,ukk4305-26300
112471,2021-09-04,ukk3103-29000
4634,2020-05-24,ukk4306-23000
7637,2020-06-01,ukd4305-43550
156902,2022-07-19,ukh1407-10850
147605,2022-06-27,uke2206-07300
70777,2021-05-28,uke2206-07200
32568,2020-07-30,ukj2203-14600
16528,2020-06-22,ukh1305-10125
142400,2022-06-14,ukk3106-28100
49363,2020-09-08,ukh1304-09900
93210,2021-07-20,ukk3104-32750
151587,2022-07-06,ukk3101-26520
50666,2020-09-11,ukj2201-14400
8412,2020-06-02,ukk4305-25900
143034,2022-06-16,ukj2100-14950
50143,2020-09-10,ukd1103-44800
85394,2021-07-02,ukc2204-05300
88374,2021-07-09,uke2206-07100
31149,2020-07-26,ukk4305-26200
95056,2021-07-25,ukd4312-43000
3576,2020-05-22,ukj4209-11950
142704,2022-06-15,ukk2101-19060
107762,2021-08-24,ukj4202-12150
140188,2022-06-09,ukk2201-17200
150097,2022-07-03,ukd1203-45700
62591,2021-05-08,ukk3101-26560
58346,2020-09-29,ukk2201-18800
20949,2020-07-02,ukk3104-33500
180921,2022-09-16,uki1106-11940
90224,2021-07-13,ukk2205-20970
178452,2022-09-10,ukj4202-12120
28945,2020-07-21,ukk3104-33350
126872,2022-05-08,ukk4305-24800
41696,2020-08-21,ukc1404-05900
139087,2022-06-06,ukk4305-25400
6062,2020-05-28,ukj2403-16100
92726,2021-07-19,ukk2201-17300
134701,2022-05-27,ukk2101-19000
22266,2020-07-05,ukk4200-23700
93465,2021-07-21,ukj2201-14400
126779,2022-05-08,ukk3104-32550
165970,2022-08-09,ukk3106-27500
66667,2021-05-18,ukj2402-15700
131947,2022-05-20,ukk4307-33800
35177,2020-08-05,ukk2101-19060
154022,2022-07-12,ukj3400-17850
121756,2021-09-26,ukk3106-32500
83279,2021-06-27,ukc1404-05800
35604,2020-08-06,ukk2102-19200
54260,2020-09-19,ukk4200-23501
186510,2022-09-29,ukk2204-20100
29199,2020-07-22,ukj2202-14150
107986,2021-08-24,ukk4306-22900
92481,2021-07-18,ukk4306-22700
49688,2020-09-09,ukc1202-06400
148589,2022-06-29,ukk1202-35700
54667,2020-09-20,ukk3106-32200
56962,2020-09-26,ukh3100-11904
29684,2020-07-23,ukj4210-12450
102358,2021-08-11,ukk2102-19200
45031,2020-08-28,ukk4305-25100
149695,2022-07-02,uke1200-07950
129698,2022-05-15,ukk3101-26570
4031,2020-05-23,ukk2102-19400
174636,2022-08-31,ukj3100-16500
102731,2021-08-12,ukj3400-18600
55093,2020-09-21,ukk3106-32340
92958,2021-07-20,ukd4305-43260
125628,2022-05-05,ukk4306-22500
42057,2020-08-21,ukk4200-24100
24431,2020-07-11,ukc1202-06650
41002,2020-08-19,ukj2402-15800
180058,2022-09-14,ukh1407-10850
140104,2022-06-09,ukj2402-15600
85661,2021-07-02,ukk3103-29800
77726,2021-06-13,ukk3105-30700
146661,2022-06-24,ukk4305-25000
19275,2020-06-28,ukk3105-30700
48727,2020-09-06,ukk3104-32800
72794,2021-06-02,ukc1101-06000
13273,2020-06-14,ukj4210-12850
177163,2022-09-07,ukj3100-16600
57455,2020-09-27,ukj4204-13000
64382,2021-05-12,ukk4304-34400
182906,2022-09-21,ukc2102-03600
758,2020-05-15,ukk3105-31250
38884,2020-08-14,ukj2204-13900
40056,2020-08-17,ukd4312-43000
21010,2020-07-02,ukk4200-24500
156051,2022-07-17,ukh1305-10150
64803,2021-05-13,ukk4304-34450
60847,2021-05-04,ukj4209-12000
166820,2022-08-11,ukk3106-28300
10482,2020-06-07,ukk4200-24100
144949,2022-06-20,ukk4200-23800
7052,2020-05-30,ukk3104-33300
39416,2020-08-15,ukk2206-20300
167634,2022-08-13,ukk3105-30300
104521,2021-08-16,ukk3104-32600
182281,2022-09-19,ukk2101-19150
38883,2020-08-14,ukj2203-14600
148490,2022-06-29,ukh3100-11904
69679,2021-05-25,ukk2102-19450
120344,2021-09-23,ukj4209-11975
8932,2020-06-04,ukf3102-09100
84203,2021-06-29,ukh1303-10500
100345,2021-08-06,ukk3104-33700
61504,2021-05-06,ukc2106-04400
90863,2021-07-15,ukd4305-43260
147923,2022-06-27,ukk4305-24900
177287,2022-09-07,ukk3102-31900
160560,2022-07-27,ukk4305-25600
16222,2020-06-21,ukk1100-36050
26578,2020-07-16,ukd4200-42600
107664,2021-08-24,ukh1303-10325
112677,2021-09-05,uke2206-07200
86654,2021-07-05,ukc2300-05600
28578,2020-07-20,ukk4200-23400
74544,2021-06-06,uke1301-09020
85114,2021-07-01,ukj3307-16300
79116,2021-06-17,ukd1102-44400
44399,2020-08-27,ukj3400-18600
19554,2020-06-29,ukj3400-18100
96532,2021-07-28,ukk3101-26600
11181,2020-06-09,ukk2101-19100
122006,2021-09-27,ukj4202-12100
44289,2020-08-27,uke2206-07200
167274,2022-08-12,ukk4301-22000
126116,2022-05-07,ukd5400-40900
136246,2022-05-31,ukf3102-09200
139450,2022-06-07,ukk3106-27800
83019,2021-06-26,ukj3307-16300
147882,2022-06-27,ukk3106-32320
82225,2021-06-24,ukj4210-12700
152558,2022-07-08,ukk4305-25300
111171,2021-09-01,ukk2204-20000
64163,2021-05-12,ukj3305-16800
121674,2021-09-26,ukk3101-26800
20218,2020-07-01,ukc1202-06400
178961,2022-09-11,ukk3101-27000
184631,2022-09-25,ukd5300-41200
152992,2022-07-09,ukk4306-22600
94976,2021-07-24,ukk4305-24800
127417,2022-05-10,ukh1304-09800
46417,2020-09-01,ukh1305-10000
76366,2021-06-10,ukk1202-35800
139469,2022-06-07,ukk4200-23100
26147,2020-07-15,ukd1103-45200
45571,2020-08-30,ukh1303-10650
70140,2021-05-26,ukk3102-28500
146994,2022-06-25,ukk3104-33200
103163,2021-08-13,ukj4208-13800
19618,2020-06-29,ukk2204-19800
175899,2022-09-04,ukj3100-16500
112680,2021-09-05,uke2206-07500
53132,2020-09-17,uke2206-07400
141803,2022-06-13,ukj3307-16350
85462,2021-07-02,ukh1303-10650
144202,2022-06-19,ukd1203-45675
169735,2022-08-18,ukk3104-33650
51992,2020-09-14,ukj4209-11975
7979,2020-06-01,ukk4305-24700
124799,2022-05-04,ukc1101-06100
19898,2020-06-30,ukh1305-10200
30582,2020-07-25,ukk2302-35300
46885,2020-09-02,ukj2205-14200
124955,2022-05-04,ukj2402-15680
11786,2020-06-10,ukk4306-22500
131062,2022-05-18,ukk4200-24500
60979,2021-05-04,ukk3106-27200
172909,2022-08-27,ukh3100-11904
182116,2022-09-19,uke1200-08200
119512,2021-09-21,ukj4210-12500
160153,2022-07-26,ukk4306-23000
115324,2021-09-11,ukj4210-12630
52607,2020-09-15,ukk4305-24900
40555,2020-08-18,uki1101-11920
74117,2021-06-05,uke1200-08100
104141,2021-08-15,ukk3106-27700
15445,2020-06-19,ukk3102-28700
129757,2022-05-15,ukk3105-31350
165438,2022-08-08,ukk2101-19060
21468,2020-07-03,ukk4306-22400
128838,2022-05-13,ukk2205-21300
6363,2020-05-29,ukd1203-45625
18078,2020-06-25,ukk4304-34450
54385,2020-09-20,uke1200-08700
83954,2021-06-28,ukk2305-34900
128284,2022-05-12,ukh3311-11100
77968,2021-06-14,ukj2204-13900
77724,2021-06-13,ukk3105-30500
120220,2021-09-23,uke2206-07300
103597,2021-08-14,ukj4210-12850
167741,2022-08-14,ukc1202-06650
121202,2021-09-25,ukk1302-11760
129124,2022-05-14,ukh3100-11904
171181,2022-08-23,uke2206-07200
142096,2022-06-14,ukd1203-45650
123703,2022-04-28,ukj2403-16100
56859,2020-09-26,ukc2102-03900
24023,2020-07-10,ukc2103-04700
158826,2022-07-23,ukk3106-32300
59695,2021-05-01,ukk3104-33300
69348,2021-05-24,ukk3105-30800
164880,2022-08-07,ukh1303-10325
120718,2021-09-24,ukj2402-15700
129372,2022-05-14,ukk4200-23800
174783,2022-08-31,ukk3104-33350
28297,2020-07-20,ukf1400-09750
167554,2022-08-13,ukk2201-17300
90838,2021-07-15,ukc2203-05000
158816,2022-07-23,ukk3106-27800
11490,2020-06-10,ukh3100-11830
107079,2021-08-22,ukk3106-28200
21379,2020-07-03,ukk3105-30600
176678,2022-09-06,ukh1305-10000
101466,2021-08-09,ukj3400-17900
120793,2021-09-24,ukk2102-19190
30318,2020-07-25,ukc1101-06000
56191,2020-09-24,ukj4202-12200
144651,2022-06-20,uke1200-08900
112450,2021-09-04,ukk3101-26520
37627,2020-08-11,ukj2401-15200
54953,2020-09-21,ukj4210-12900
47389,2020-09-03,ukk2101-19160
74303,2021-06-05,ukk2205-21000
47028,2020-09-02,ukk3103-28900
111832,2021-09-03,uke1200-08800
72965,2021-06-02,ukj3307-16400
41471,2020-08-20,ukj4210-12400
152020,2022-07-07,ukk3102-28700
60826,2021-05-04,ukj3400-18200
71525,2021-05-29,ukk4305-26100
113800,2021-09-07,ukk4200-23300
81366,2021-06-22,ukj4202-12200
182229,2022-09-19,ukj3400-17800
68589,2021-05-22,ukk4305-25800
124659,2022-04-30,ukk3102-28550
145341,2022-06-21,ukk3106-27500
58904,2020-09-30,ukk4301-21800
62220,2021-05-07,ukk3105-30400
99168,2021-08-03,ukk4305-25000
16831,2020-06-22,ukk4305-25800
9898,2020-06-06,ukj4210-12500
134851,2022-05-27,ukk4200-24500
66934,2021-05-19,ukc1202-06600
136934,2022-06-01,ukk3106-32300
87151,2021-07-06,ukh1407-10750
12004,2020-06-11,ukj4210-12600
44372,2020-08-27,ukj2403-16000
16237,2020-06-21,ukk2102-19190
134161,2022-05-26,ukh1305-10300
85955,2021-07-03,ukj3308-16900
5326,2020-05-26,ukk2305-35000
181634,2022-09-18,ukc1202-06600
137894,2022-06-04,ukd4303-41900
172399,2022-08-26,ukc2300-05600
66309,2021-05-17,ukk1202-35700
72281,2021-05-31,ukk3105-30800
42068,2020-08-21,ukk4301-22200
65477,2021-05-15,ukk2101-19020
82846,2021-06-25,ukk4306-22900
57678,2020-09-27,ukk4306-22800
162839,2022-08-02,ukj2402-15650
107849,2021-08-24,ukk3101-27000
139141,2022-06-07,ukd1102-44200
120867,2021-09-24,ukk3104-33000
110111,2021-08-30,ukc2203-04900
41712,2020-08-21,ukc2203-05000
133895,2022-05-25,ukk2206-20600
106346,2021-08-21,ukc2300-05500
101673,2021-08-09,ukk4304-34400
11421,2020-06-10,ukd4200-42500
126282,2022-05-07,ukk2101-19020
129098,2022-05-14,ukh1303-10500
73714,2021-06-04,uke2206-07600
168939,2022-08-16,ukk4200-23100
7653,2020-06-01,uke1200-08600
46377,2020-09-01,ukd5400-40900
19315,2020-06-28,ukk4200-23300
79492,2021-06-17,ukk4306-22700
182330,2022-09-19,ukk3102-28500
178983,2022-09-11,ukk3103-31500
10720,2020-06-08,ukj4202-12100
140899,2022-06-11,ukh1406-10900
16505,2020-06-22,uke2206-07400
131881,2022-05-20,ukk3106-32200
69978,2021-05-26,ukh3100-11800
60137,2021-05-02,ukk3105-31350
164753,2022-08-06,ukk4304-34200
115604,2021-09-12,uke1200-08900
129538,2022-05-15,ukh3100-11770
96162,2021-07-27,ukk3105-30700
108285,2021-08-25,ukk3103-29500
52856,2020-09-16,ukk2101-19020
81411,2021-06-22,ukk2102-19450
78198,2021-06-14,ukk4301-21600
175049,2022-09-01,ukj2402-15650
52241,2020-09-15,ukc2204-05400
22175,2020-07-05,ukk3101-26800
25664,2020-07-13,ukk4305-25000
154987,2022-07-14,ukk3104-32600
90200,2021-07-13,ukk2101-19050
183741,2022-09-23,ukc1202-06700
2701,2020-05-20,ukj3307-16300
80086,2021-06-19,ukj3307-16300
176879,2022-09-06,ukk3104-32550
13700,2020-06-15,ukk1202-36000
91868,2021-07-17,ukk1202-35700
32183,2020-07-29,ukj3400-18000
141812,2022-06-13,ukj3400-17800
136866,2022-06-01,ukk3102-31600
38248,2020-08-12,ukk3106-32200
138392,2022-06-05,ukh3311-11500
127030,2022-05-09,uki1101-11920
108847,2021-08-27,ukc2103-04600
72105,2021-05-31,ukj2205-14300
134880,2022-05-27,ukk4305-25700
34525,2020-08-03,ukk4306-23000
73153,2021-06-02,ukk4100-26400
19598,2020-06-29,ukk2101-19030
28335,2020-07-20,ukh3306-11750
149475,2022-07-01,ukk2206-20900
38350,2020-08-13,ukc2300-05600
60687,2021-05-04,ukd1203-45675
148135,2022-06-28,ukj3400-18400
181649,2022-09-18,ukc2104-04280
60795,2021-05-04,ukj2401-15200
56452,2020-09-25,ukc2300-05500
86154,2021-07-03,ukk4200-24100
121162,2021-09-25,ukj3400-18200
178035,2022-09-09,ukj4204-13100
50119,2020-09-10,ukc2101-04250
78280,2021-06-15,ukd1103-45200
88046,2021-07-08,ukj3305-16800
35487,2020-08-06,ukh3100-11830
32013,2020-07-29,ukc1404-05900
14516,2020-06-17,ukj4208-13300
64391,2021-05-12,ukk4305-25000
108289,2021-08-25,ukk3103-30000
80133,2021-06-19,ukj4210-12850
52847,2020-09-16,ukj4210-12850
37819,2020-08-11,ukk3106-27900
128395,2022-05-12,ukk2102-19190
84134,2021-06-29,ukc2203-05000
27687,2020-07-18,ukk3104-33650
157678,2022-07-21,ukd4200-42500
78173,2021-06-14,ukk3106-32200
108250,2021-08-25,ukk2206-20600
96918,2021-07-29,ukk2201-18750
124195,2022-04-29,ukk2102-19350
162374,2022-08-01,ukh1407-10830
170371,2022-08-21,ukh1406-11000
185909,2022-09-28,uke1200-08800
